id,created,recaptcha_score,salarymx,salaryusd,extramx,extrausd,variation,english_num,english_label,age,experience,seniority,country,city,profile,edutype,orgtype,emptype,remote,gender,education,act_dba,act_req,act_arq,act_bi,act_cap,act_dsc,act_spi,act_cons,act_dir,act_doc,act_techwrite,act_devops,act_erp,act_deng,act_techsales,act_prog,act_front,act_pm,act_infosec,act_soporte,act_test,act_uxd,act_ventas,lang_bash,lang_csharp,lang_clang,lang_cobol,lang_dart,lang_delphi,lang_elixir,lang_assm,lang_go,lang_groovy,lang_java,lang_js,lang_kotlin,lang_objc,lang_perl,lang_php,lang_plsql,lang_python,lang_rlang,lang_ruby,lang_rust,lang_scala,lang_swift,lang_vbnet,front_angular,front_phonegap,front_electron,front_flutter,front_ionic,front_ntscript,front_qt,front_react,front_unity,front_vue,front_xamarin,db_dynamo,db_cosmos,db_cassandra,db_elastic,db_firebasert,db_firestore,db_DB2,db_sqlserver,db_mongoDB,db_mysql,db_neo4j,db_oracle,db_pgsql,db_redis,db_sap,dsc_alteryx,dsc_azureml,dsc_dataiku,dsc_domino,dsc_h2o,dsc_watson,dsc_knime,dsc_rapidminer,dsc_sas,dsc_tf,infra_ansible,infra_chef,infra_docker,infra_k8s,infra_oshift,infra_ostack,infra_puppet,infra_terraform,infra_vmware,cert_agile,cert_android,cert_awsdev,cert_awsarch,cert_ba,cert_cisco,cert_cobit,cert_entarch,cert_cgeit,cert_gcloudarch,cert_gdata,cert_gweb,cert_itilint,cert_itilpra,cert_java,cert_linux,cert_msass,cert_msexp,cert_oracle,cert_pmp,cert_sap,cert_scrum,cert_infosec,cert_sixsigma,cert_testing2,cert_testing1,ben_equity,ben_car,ben_family,ben_edu,ben_bonus,ben_housing,ben_parking,ben_gas,ben_gym,ben_flexhours,ben_homeoffice,ben_loan,ben_healthmajor,ben_healthminor,ben_lifeins,ben_cafeteria,ben_cellphone,ben_vouchers
12,2019-12-23 23:04:39.046583,,70000,3684,0,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),33,11,0,México,CDMX,godin,autodidacta,startup,nomina,N,hombre,universidad,,,Y,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,
13,2019-12-23 23:29:24.203381,,69000,3632,80000,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,4,0,México,Guadalajara,godin,escuela,startup,nomina,Y,mujer,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,Y,,
14,2019-12-23 23:31:49.197629,,45000,2368,0,0,-50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),35,12,8,México,CDMX,independiente,escuela,freelance,freelance,N,hombre,universidad,,Y,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,
15,2019-12-23 23:31:56.713491,,0,680,0,680,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,6,6,Colombia,Cali,godin,cursos,itservices,nomina,N,hombre,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,Y,
16,2019-12-23 23:33:04.101728,,95000,5000,0,0,90,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,8,0,México,Guadalajara,independiente,escuela,itservices,freelance,Y,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2019-12-23 23:41:37.890902,,80000,4211,320000,0,17,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,10,0,México,CDMX,godin,escuela,startup,nomina,N,hombre,pasante,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,Y,,Y,,,Y
18,2019-12-23 23:41:48.487477,,10000,526,6000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),29,7,5,México,San Juan del Río,docente,escuela,uni,hibrido,N,hombre,universidad,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2019-12-23 23:45:59.131889,,45000,2368,40000,0,0,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),29,8,1,México,CDMX,godin,escuela,startup,nomina,N,hombre,universidad,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,
20,2019-12-23 23:47:38.291774,,95000,5000,120000,0,4,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),41,18,2,México,CDMX,godin,escuela,itservices,nomina,N,hombre,maestria,,Y,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,Y,,Y,,,,,,,,,Y,,,,,,Y,Y,Y,,Y,Y,,Y
21,2019-12-23 23:51:17.237806,,75000,3947,150000,0,3,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),36,15,1,México,CDMX,godin,autodidacta,isv,nomina,Y,hombre,pasante,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,Y,,Y,,Y,,Y,Y
22,2019-12-23 23:54:14.66339,,25000,1316,8000,0,50,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,4,1,México,Querétaro,godin,escuela,itservices,nomina,N,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
23,2019-12-23 23:54:55.806129,,8500,447,4,0,2,1,Elemental: Sé lo básico para sobrevivir (ILR 1),24,1,1,México,San Juan del Río,godin,escuela,itservices,honorarios,N,mujer,universidad,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2019-12-24 00:04:31.185863,,30000,1579,300000,0,2,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),46,25,25,México,Tampico,otro,autodidacta,itservices,hibrido,N,hombre,universidad,,,,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,,,,,
25,2019-12-24 00:08:45.49873,,50000,2632,100000,0,2,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,4,2,México,CDMX,godin,autodidacta,isv,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,
26,2019-12-24 00:13:48.545116,,90000,4737,150000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),43,20,6,México,CDMX,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,Y,,,Y,,Y,,Y,Y,,Y,,Y,Y
27,2019-12-24 00:18:01.929365,,0,1300,0,20000,4,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),25,4,2,Colombia,Medellín,emprendedor,cursos,corp,nomina,N,hombre,universidad,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,Y,,,
28,2019-12-24 00:19:07.386221,,56000,2947,90000,0,5,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,8,3,México,Aguascalientes,godin,autodidacta,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y
29,2019-12-24 00:27:34.788892,,47000,2474,0,0,200,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),32,2,1,México,Querétaro,godin,bootcamp,itservices,honorarios,N,hombre,prepa,,Y,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
30,2019-12-24 00:30:35.318233,,130000,6842,50000,0,50,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),31,10,1,México,CDMX,godin,autodidacta,isv,hibrido,Y,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y,,,Y,,
31,2019-12-24 00:31:26.399307,,80000,4211,50000,0,20,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),48,30,7,México,CDMX,directivo,escuela,itservices,emprendedor,N,hombre,pasante,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,,,Y,,Y,
32,2019-12-24 00:36:45.716812,,12000,632,600,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,1,1,México,San Juan del Río,godin,trabajo,itservices,nomina,Y,mujer,pasante,Y,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,
33,2019-12-24 00:42:11.001368,,0,20000,0,0,3,5,Nativo o bilingue (ILR 5),37,12,3,Estados Unidos,Seattle,godin,autodidacta,isv,nomina,N,hombre,universidad,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,
34,2019-12-24 00:51:02.99324,,50000,2632,20000,0,14,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),56,34,2,México,Ecatepec,godin,escuela,itservices,nomina,N,hombre,maestria,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,Y,
35,2019-12-24 00:55:28.190059,,35000,1842,420000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),43,19,8,México,Aguascalientes,godin,trabajo,itservices,hibrido,Y,hombre,universidad,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,
36,2019-12-24 00:56:37.287547,,5000,263,0,0,10,4,Avanzado: Puedo conversar y escribir sin problemas sobre cualquier tema (ILR 4),22,1,1,México,San Juan del Río,godin,autodidacta,itservices,honorarios,N,hombre,pasante,Y,,Y,,,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2019-12-24 01:00:03.188644,,70000,3684,120000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),25,5,0,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,Y,Y,Y,,Y
38,2019-12-24 01:02:52.197631,,67000,3526,67000,0,15,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),28,5,2,México,CDMX,godin,escuela,itservices,nomina,Y,hombre,pasante,,,Y,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,Y,,Y,,,
39,2019-12-24 01:03:29.387537,,0,100,0,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),22,0,1,Otro,Querétaro,estudiante,escuela,freelance,estudiante,N,hombre,pasante,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2019-12-24 01:03:43.81779,,26000,1368,18000,0,30,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),27,3,1,México,CDMX,godin,autodidacta,corp,nomina,Y,hombre,pasante,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y
41,2019-12-24 01:12:01.04163,,18000,947,15000,0,0,1,Elemental: Sé lo básico para sobrevivir (ILR 1),24,2,1,México,Querétaro,godin,trabajo,itservices,nomina,Y,mujer,universidad,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,
42,2019-12-24 01:20:51.427511,,20000,1053,15000,0,60,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),30,3,2,México,CDMX,godin,escuela,itservices,hibrido,N,mujer,pasante,Y,,,,,,,Y,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
43,2019-12-24 01:25:30.680092,,40000,2105,40000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),42,19,19,México,VICTORIA,emprendedor,escuela,isv,emprendedor,N,hombre,universidad,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,Y,Y,,,,,,,
44,2019-12-24 01:25:58.875725,,55000,2895,90000,0,0,3,Profesional: Puedo interactuar profesionalmente con colegas y clientes (ILR 3),31,7,2,México,Guadalajara,godin,escuela,itservices,nomina,Y,hombre,universidad,,,,,,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y,,Y,Y,Y,,Y,,Y,Y,,Y
45,2019-12-24 01:26:44.27991,,30000,1579,25000,0,5,1,Elemental: Sé lo básico para sobrevivir (ILR 1),30,6,2,México,CDMX,godin,autodidacta,corp,honorarios,Y,hombre,universidad,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
46,2019-12-24 01:32:00.291262,,12000,632,7000,0,0,2,Limitado: Me doy a entender pero con errores de gramática (ILR 2),30,9,5,México,CDMX,godin,escuela,itservices,nomina,N,hombre,pasante,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,
